GameID,Season,Date,Team,Home/Away,Opp,Outcome,HomeScore,OppScore,TotalScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TotalReb%,AST%,STL%,BLK%,eFG,TOV%,ORB%,FTperFGA,eFGagainst,TOVagainst,DRB%,FTperFGAallowed
2763,2019,12/14/19,DET,Away,HOU,W,115,107,222,109.5,101.9,105,0.272,0.402,0.558,54.5,65.9,5.7,10.5,0.511,12,23.9,0.228,0.466,9.1,80,0.118
2764,2019,12/16/19,DET,Home,WAS,L,119,133,252,118.3,132.3,100.6,0.395,0.453,0.589,50.7,70.7,6,7.4,0.552,12.2,30,0.279,0.659,13.4,77.4,0.193
2765,2019,12/18/19,DET,Home,TOR,L,99,112,211,99.7,112.8,99.3,0.253,0.402,0.512,50.5,48.7,7,10.7,0.483,13.4,22.2,0.172,0.5,10.6,76,0.231
2766,2019,12/20/19,DET,Away,BOS,L,93,114,207,91.3,111.9,101.9,0.224,0.365,0.498,41.4,61.8,12.8,3.4,0.465,20.4,22.4,0.165,0.576,17.4,65.8,0.174
2767,2019,12/21/19,DET,Home,CHI,L,107,119,226,111.1,123.6,96.3,0.138,0.402,0.58,38.7,75,14.5,9.5,0.552,14.8,14.6,0.126,0.636,17,67.6,0.273
2768,2019,12/23/19,DET,Home,PHI,L,109,125,234,115.1,132,94.7,0.214,0.357,0.593,38.5,62.8,9.5,1.5,0.571,12.4,16.2,0.155,0.611,10.7,58.5,0.095
2769,2019,12/26/19,DET,Home,WAS,W,132,102,234,136.4,105.4,96.8,0.302,0.558,0.677,52.2,69.6,5.2,7.4,0.645,12.6,29.7,0.244,0.451,10.4,67.3,0.207
2770,2019,12/28/19,DET,Away,SAS,L,109,136,245,106.3,132.7,102.5,0.333,0.4,0.528,44,50,8.8,8.6,0.511,9.6,18.5,0.189,0.667,9.9,81.1,0.129
2771,2019,12/30/19,DET,Away,UTA,L,81,104,185,85.7,110.1,94.5,0.291,0.177,0.454,48.3,46.7,10.6,8.8,0.405,16,21.3,0.215,0.53,13.2,78.6,0.193
2772,2019,1/2/20,DET,Away,LAC,L,112,126,238,106.8,120.1,104.9,0.372,0.351,0.512,46.9,50,9.5,1.6,0.463,9.1,23.1,0.266,0.603,12.9,75,0.163
2773,2019,1/4/20,DET,Away,GSW,W,111,104,215,112.4,105.3,98.8,0.193,0.325,0.616,52.3,55.8,13.2,8.2,0.584,18.9,22.5,0.169,0.47,12.7,77.1,0.329
2774,2019,1/5/20,DET,Away,LAL,L,99,106,205,97.6,104.5,101.5,0.449,0.333,0.53,46.2,72.4,7.9,8.3,0.442,14.6,13.3,0.385,0.489,11.3,77.1,0.174
2775,2019,1/7/20,DET,Away,CLE,W,115,113,228,119.9,117.8,95.9,0.231,0.363,0.574,46.5,61.9,8.3,5.6,0.533,8.2,22.2,0.198,0.576,14.8,73.2,0.176
2776,2019,1/9/20,DET,Home,CLE,L,112,115,227,112.7,115.7,90,0.163,0.204,0.533,54.1,41.7,8,12.7,0.52,12.5,39.6,0.102,0.555,12.3,73,0.154
2777,2019,1/11/20,DET,Home,CHI,L,99,108,207,105.8,115.4,93.6,0.346,0.359,0.551,52.5,61.1,7.5,8.3,0.519,17.5,29.3,0.231,0.572,13.6,76.9,0.157
2778,2019,1/13/20,DET,Home,NOP,L,110,117,227,98.2,104.4,101.5,0.242,0.323,0.502,41.3,67.5,9.8,10.4,0.46,7.6,10.2,0.192,0.461,14.2,69.1,0.214
2779,2019,1/15/20,DET,Away,BOS,W,116,103,219,124.5,110.5,93.2,0.244,0.41,0.672,43.6,63.8,8.6,7.3,0.679,11.3,8.8,0.128,0.548,14,70.5,0.145
2780,2019,1/18/20,DET,Away,ATL,W,136,103,239,133.1,100.8,102.2,0.291,0.372,0.701,56.2,60.8,11.7,13.6,0.68,14.9,33.3,0.221,0.484,16,75,0.14
2781,2019,1/20/20,DET,Away,WAS,L,100,106,206,99,104.9,101,0.225,0.36,0.511,48.2,50,9.9,8.6,0.483,14.8,22.4,0.157,0.567,17.6,83.3,0.159
2782,2019,1/22/20,DET,Home,SAC,W,127,106,233,121.4,101.4,104.6,0.603,0.397,0.688,51.6,48.7,8.6,6.3,0.616,15.5,8.3,0.507,0.48,8.5,78.9,0.122
2783,2019,1/24/20,DET,Home,MEM,L,112,125,237,114.2,127.5,98,0.341,0.352,0.535,43,59,8.2,1.8,0.489,6.3,19.6,0.253,0.614,13.1,77.1,0.354
2784,2019,1/25/20,DET,Home,BRK,L,111,121,232,108.3,118.1,92.8,0.173,0.337,0.496,48.6,46.5,4.9,5.8,0.476,6.7,24.1,0.115,0.527,8.7,77.6,0.234
2785,2019,1/27/20,DET,Home,CLE,L,100,115,215,101.4,116.6,98.6,0.202,0.417,0.547,45.1,47.4,8.1,9.7,0.524,15.7,20.9,0.143,0.547,11.3,71.8,0.104
2786,2019,1/29/20,DET,Away,BRK,L,115,125,240,116.9,127,98.4,0.337,0.313,0.603,52.6,59.5,6.1,10.9,0.566,14.4,23.7,0.253,0.594,8.4,80,0.282
2787,2019,1/31/20,DET,Home,TOR,L,92,105,197,97.7,111.5,94.2,0.43,0.456,0.49,51.7,64.3,5.3,10.3,0.424,13.8,27.1,0.316,0.571,13.5,82.1,0.094
2788,2019,2/2/20,DET,Home,DEN,W,128,123,251,127.7,122.7,90.8,0.255,0.33,0.612,47.8,68.8,4,3.1,0.585,9.5,25,0.191,0.552,7.8,69.6,0.177
2789,2019,2/3/20,DET,Away,MEM,L,82,96,178,84.9,99.3,96.6,0.092,0.265,0.402,52,61.8,6.2,2.7,0.388,12.1,28.6,0.061,0.478,10.4,83.3,0.111
2790,2019,2/5/20,DET,Home,PHO,W,116,108,224,128,119.2,90.6,0.168,0.295,0.568,53.2,67.4,9.9,3.9,0.547,5.6,31.8,0.126,0.623,15.2,80,0.156
2791,2019,2/7/20,DET,Away,OKC,L,101,108,209,114,121.9,88.6,0.213,0.427,0.519,46.8,50,7.9,1.9,0.489,8.5,29.8,0.157,0.546,11,71.9,0.329
2792,2019,2/8/20,DET,Home,NYK,L,92,95,187,105,108.4,87.6,0.232,0.42,0.605,37.3,61.8,5.7,11.1,0.587,17.4,8.8,0.159,0.494,14,61,0.129
2793,2019,2/10/20,DET,Home,CHO,L,76,87,163,87.3,100,87,0.159,0.427,0.433,53.6,72.4,4.6,9.6,0.396,19.3,37.3,0.134,0.426,9.6,71.7,0.136
2794,2019,2/12/20,DET,Away,ORL,L,112,116,228,105.8,109.6,95.8,0.163,0.489,0.568,50.5,70,4.7,11.7,0.533,16.9,19.6,0.152,0.521,10.4,80.9,0.167
2795,2019,2/20/20,DET,Home,MIL,L,106,126,232,103.5,123.1,102.4,0.193,0.446,0.589,52.9,62.5,2.9,8.3,0.56,18.9,17.5,0.157,0.559,6.3,83,0.237
2796,2019,2/23/20,DET,Away,POR,L,104,107,211,113.5,116.7,91.7,0.233,0.407,0.549,51.8,48.6,7.6,9.3,0.494,10.4,25.6,0.221,0.565,9.8,78.6,0.143
2797,2019,2/25/20,DET,Away,DEN,L,98,115,213,106.6,125.1,92,0.259,0.506,0.543,44.6,72.7,8.7,3.5,0.5,15.1,27.3,0.21,0.638,17.4,70,0.237
2798,2019,2/28/20,DET,Away,PHO,W,113,111,224,119.8,117.7,94.3,0.178,0.356,0.582,44.9,61.4,14.8,5.8,0.561,9.3,23.3,0.133,0.66,17.9,80.8,0.16
2799,2019,3/1/20,DET,Away,SAC,L,100,106,206,106.7,113.1,93.8,0.3,0.525,0.552,45.2,69.7,6.4,7.1,0.525,13.4,17.1,0.2,0.456,8.9,67.3,0.253
2800,2019,3/4/20,DET,Home,OKC,L,107,114,221,111.7,119,95.8,0.174,0.5,0.578,52.2,67.5,8.4,9.8,0.57,15.5,22.5,0.105,0.68,14.5,93.1,0.16
2801,2019,3/7/20,DET,Home,UTA,L,105,111,216,115.8,122.4,90.7,0.256,0.349,0.549,48.7,60,4.4,4.5,0.517,10.3,24.4,0.186,0.584,9.2,75.7,0.273
2802,2019,3/8/20,DET,Away,NYK,L,84,96,180,93.6,106.9,89.8,0.275,0.475,0.468,40.7,72.4,8.9,3.2,0.431,10.9,11.6,0.188,0.476,8.8,69.8,0.22
2803,2019,3/11/20,DET,Away,PHI,L,106,124,230,111.9,130.9,94.7,0.298,0.417,0.558,39,64.1,10.6,6,0.53,7.8,14,0.202,0.59,11.8,66.7,0.313
2804,2016,10/25/16,GSW,Home,SAS,L,100,129,229,101.8,131.3,98.3,0.212,0.388,0.538,38.9,60,11.2,8.1,0.512,14.7,19,0.153,0.541,10.6,56.3,0.235
2805,2016,10/28/16,GSW,Away,NOP,W,122,114,236,113.2,105.8,107.7,0.308,0.308,0.59,50,72.7,7.4,2.6,0.533,11.9,19.6,0.275,0.495,10.6,76.9,0.15
2806,2016,10/30/16,GSW,Away,PHO,W,106,100,206,105.4,99.4,100.6,0.398,0.349,0.543,46.2,77.1,6,7.5,0.47,13.3,15.2,0.337,0.456,9.8,76.6,0.2
2807,2016,11/1/16,GSW,Away,POR,W,127,104,231,120.6,98.8,105.3,0.258,0.292,0.641,58.4,72,13.3,8.5,0.618,13.9,21.2,0.191,0.512,15.9,86.4,0.186
2808,2016,11/3/16,GSW,Home,OKC,W,122,96,218,126,99.1,96.9,0.225,0.337,0.624,52.9,58.7,9.3,23.3,0.596,13.3,34.9,0.18,0.46,13.9,70.5,0.184
2809,2016,11/4/16,GSW,Away,LAL,L,97,117,214,94.7,114.2,102.5,0.233,0.372,0.512,44,66.7,12.7,4.6,0.483,17.4,20.5,0.163,0.516,13.3,66,0.2
2810,2016,11/7/16,GSW,Home,NOP,W,116,106,222,118.5,108.3,97.9,0.133,0.389,0.609,46.9,77.8,14.3,6.8,0.589,13.6,23.8,0.111,0.531,17.1,71.8,0.263
2811,2016,11/9/16,GSW,Home,DAL,W,116,95,211,127.7,104.5,90.9,0.297,0.446,0.693,48.1,76.7,3.3,8.6,0.696,15.2,14.7,0.176,0.43,6.6,72.3,0.244
2812,2016,11/10/16,GSW,Away,DEN,W,125,101,226,127,102.7,98.4,0.235,0.353,0.666,50,71.7,15.2,10.3,0.624,13.8,25,0.224,0.473,15.1,67.3,0.128
2813,2016,11/13/16,GSW,Home,PHO,W,133,120,253,126.3,114,105.3,0.356,0.379,0.661,53.1,71.1,7.6,10.6,0.609,13.7,21.1,0.31,0.556,11.4,81.4,0.222
2814,2016,11/16/16,GSW,Away,TOR,W,127,121,248,127.5,121.4,99.6,0.322,0.414,0.639,43.2,75,9,12.3,0.58,10.8,17.5,0.299,0.512,12.3,68.3,0.451
2815,2016,11/18/16,GSW,Away,BOS,W,104,88,192,108.6,91.9,95.7,0.133,0.311,0.546,53.8,75,10.4,13.7,0.539,10.4,20,0.078,0.44,12.5,85.4,0.181
2816,2016,11/19/16,GSW,Away,MIL,W,124,121,245,124.9,121.9,99.3,0.337,0.4,0.568,52.3,71.4,8.1,7.2,0.516,9.9,36.7,0.274,0.573,11.5,73,0.213
2817,2016,11/21/16,GSW,Away,IND,W,120,83,203,118.9,82.3,100.9,0.356,0.4,0.576,55,77.5,8.9,12.5,0.517,10.3,26.1,0.3,0.35,9.2,76.2,0.107
2818,2016,11/23/16,GSW,Home,LAL,W,149,106,255,142.7,101.5,104.4,0.407,0.419,0.735,56.5,88.7,6.7,6.8,0.727,9,16.7,0.279,0.473,9.7,85.7,0.194
2819,2016,11/25/16,GSW,Away,LAL,W,109,85,194,107.4,83.7,101.5,0.205,0.337,0.602,49.4,72.1,9.9,14.7,0.584,15.8,11.4,0.145,0.383,15.2,74.1,0.178
2820,2016,11/26/16,GSW,Home,MIN,W,115,102,217,121.2,107.5,94.9,0.21,0.272,0.65,58.4,55.6,9.5,14.8,0.623,16.9,33.3,0.173,0.517,12.1,80.5,0.112
2821,2016,11/28/16,GSW,Home,ATL,W,105,100,205,104.5,99.5,100.5,0.282,0.412,0.549,45.1,67.6,6,17.9,0.506,12.8,15.9,0.224,0.465,15.5,72.3,0.247
2822,2016,12/1/16,GSW,Home,HOU,L,127,132,259,105,109.1,100.1,0.356,0.423,0.528,49.1,72.1,9.9,10.9,0.471,12.4,24.1,0.279,0.509,13.6,73.2,0.204
2823,2016,12/3/16,GSW,Home,PHO,W,138,109,247,138.6,109.5,99.5,0.436,0.269,0.742,51.4,75.5,9,8.5,0.718,15.5,21.4,0.333,0.511,12.3,69.6,0.176
2824,2016,12/5/16,GSW,Home,IND,W,142,106,248,135.3,101,105,0.25,0.356,0.615,57.4,83.3,11.4,18.6,0.587,8.7,34,0.192,0.429,12.2,80.9,0.388
2825,2016,12/7/16,GSW,Away,LAC,W,115,98,213,120.5,102.7,95.4,0.326,0.348,0.565,49.5,76.2,11.5,7.6,0.511,8.9,28.6,0.27,0.435,11.2,66.7,0.196
2826,2016,12/8/16,GSW,Away,UTA,W,106,99,205,108.7,101.5,97.5,0.288,0.363,0.588,50.5,66.7,10.3,7.8,0.563,15.1,20.9,0.2,0.472,13.2,76,0.169
2827,2016,12/10/16,GSW,Away,MEM,L,89,110,199,92.1,113.9,96.6,0.26,0.351,0.519,47.2,44.1,6.2,13.1,0.5,21.1,21.7,0.156,0.483,9.1,74.4,0.299
2828,2016,12/11/16,GSW,Away,MIN,W,116,108,224,122.8,114.3,94.5,0.361,0.386,0.603,42,78.9,9.5,7,0.536,7.7,14.6,0.325,0.5,12.6,66,0.333
2829,2016,12/13/16,GSW,Away,NOP,W,113,109,222,110.4,106.4,102.4,0.2,0.358,0.547,50,71.4,5.9,10.6,0.516,10.4,18.8,0.158,0.561,15.7,85.7,0.207
2830,2016,12/15/16,GSW,Home,NYK,W,103,90,193,104.7,91.5,98.4,0.083,0.333,0.517,53.8,91.1,7.1,13.9,0.516,14.6,30,0.042,0.435,9.8,75,0.097
2831,2016,12/17/16,GSW,Home,POR,W,135,90,225,135.2,90.1,99.8,0.299,0.322,0.686,64.4,70.6,7,8.6,0.667,13.2,27.3,0.218,0.442,10.4,87,0.163
2832,2016,12/20/16,GSW,Home,UTA,W,104,74,178,108.2,77,96.2,0.189,0.256,0.533,53.2,60,13.5,6.5,0.494,9.3,20.9,0.167,0.414,21.3,80.4,0.145
2833,2016,12/22/16,GSW,Away,BRK,W,117,101,218,106.9,92.3,109.5,0.135,0.356,0.531,52.6,61.7,17.4,13.7,0.51,9.8,22,0.106,0.517,21.8,85.1,0.14
2834,2016,12/23/16,GSW,Away,DET,W,119,113,232,114.3,108.5,104.1,0.312,0.351,0.68,53.2,81.4,8.6,3.6,0.63,20.1,11.4,0.286,0.565,11.8,88.1,0.2
2835,2016,12/25/16,GSW,Away,CLE,L,108,109,217,107.9,108.9,100.1,0.377,0.39,0.602,48.8,67.6,8,6.7,0.539,17.5,16.1,0.325,0.453,9.9,67.3,0.242
2836,2016,12/28/16,GSW,Home,TOR,W,121,111,232,123.2,113,98.2,0.222,0.284,0.68,53.1,71.7,4.1,13.2,0.654,18.4,25.7,0.185,0.451,5.8,68.9,0.175
2837,2016,12/30/16,GSW,Home,DAL,W,108,99,207,111.4,102.1,96.9,0.179,0.393,0.596,51.8,73.8,5.2,6.6,0.565,12.5,12.1,0.155,0.462,9.1,78,0.14
2838,2016,1/2/17,GSW,Home,DEN,W,127,119,246,123.2,115.4,103.1,0.221,0.263,0.609,47.3,66,6.8,3,0.584,11.1,27.3,0.168,0.52,11.4,66,0.139
2839,2016,1/4/17,GSW,Home,POR,W,125,117,242,120.1,112.5,104,0.333,0.414,0.627,47,70.5,13.5,14.3,0.58,13.1,19.5,0.276,0.517,14.4,73.8,0.281
2840,2016,1/6/17,GSW,Home,MEM,L,119,128,247,111.3,119.8,96.8,0.47,0.361,0.594,48.4,56.1,6.5,7.1,0.542,13.8,17.5,0.349,0.549,9.7,72.5,0.146
2841,2016,1/8/17,GSW,Away,SAC,W,117,106,223,115.7,104.9,101.1,0.225,0.326,0.598,59.7,73.3,10.9,13,0.562,14.8,30.2,0.191,0.561,17.2,97.1,0.311
2842,2016,1/10/17,GSW,Home,MIA,W,107,95,202,106.4,94.4,100.6,0.256,0.314,0.559,51.1,71.8,6,11.7,0.517,10.3,11.1,0.209,0.456,10.1,87.8,0.144
2843,2016,1/12/17,GSW,Home,DET,W,127,107,234,120,101.1,105.8,0.202,0.326,0.655,48.1,78,13.2,6.7,0.646,15.7,16.2,0.135,0.523,16.4,77.5,0.17
2844,2016,1/16/17,GSW,Home,CLE,W,126,91,217,120.6,87.1,104.5,0.264,0.374,0.62,62.4,80.4,9.6,20.4,0.588,13.6,28.2,0.209,0.403,13.1,87,0.227
2845,2016,1/18/17,GSW,Home,OKC,W,121,100,221,120.5,99.6,100.4,0.318,0.247,0.624,56.1,76.1,11,12.9,0.6,15.7,32.4,0.224,0.467,15.5,72.9,0.178
2846,2016,1/20/17,GSW,Away,HOU,W,125,108,233,123.4,106.6,101.3,0.236,0.427,0.636,50,63.8,7.9,11.5,0.612,12.5,22.2,0.18,0.484,11.9,71.7,0.156
2847,2016,1/22/17,GSW,Away,ORL,W,118,98,216,118.1,98.1,99.9,0.213,0.472,0.606,55.9,64.3,8,5.9,0.579,15.6,31,0.169,0.474,10.4,76.5,0.073
2848,2016,1/23/17,GSW,Away,MIA,L,102,105,207,102.4,105.4,99.6,0.227,0.341,0.527,48.9,65.9,9,7.1,0.511,12.6,17.1,0.136,0.517,11.7,76.6,0.186
2849,2016,1/25/17,GSW,Away,CHO,W,113,103,216,113.9,103.8,99.2,0.329,0.341,0.602,48.8,59,7.1,20.3,0.543,11.3,13.9,0.293,0.451,12.1,75,0.217
2850,2016,1/28/17,GSW,Home,LAC,W,144,98,242,147.2,100.2,97.8,0.174,0.37,0.727,60,61.4,9.2,13,0.712,10,27.3,0.141,0.512,13.2,83,0.171
2851,2016,1/29/17,GSW,Away,POR,W,113,111,224,108.6,106.7,104.1,0.494,0.329,0.588,48.1,77.8,12.5,9.1,0.506,15.8,19.5,0.418,0.548,15.5,77.5,0.097
2852,2016,2/1/17,GSW,Home,CHO,W,126,111,237,124.1,109.3,101.5,0.146,0.5,0.617,51.1,74.5,8.9,22.8,0.599,8.9,18.8,0.115,0.494,9.1,86.4,0.273
2853,2016,2/2/17,GSW,Away,LAC,W,133,120,253,132.6,119.6,100.3,0.182,0.343,0.622,55.4,73.1,10,3.6,0.596,9.3,34.9,0.152,0.563,13.4,77.5,0.375
2854,2016,2/4/17,GSW,Away,SAC,L,106,109,215,102.3,105.2,93.9,0.276,0.506,0.543,46.5,61.1,9.6,15.4,0.5,14.8,15.6,0.218,0.528,14.2,80.5,0.182
2855,2016,2/8/17,GSW,Home,CHI,W,123,92,215,126.9,94.9,97,0.153,0.329,0.678,50.6,77.1,9.3,7.4,0.653,11.7,14.7,0.141,0.424,12.2,72.7,0.152
2856,2016,2/10/17,GSW,Away,MEM,W,122,107,229,124.3,109,98.2,0.494,0.429,0.651,42,79.5,14.3,21.3,0.604,11.4,14.7,0.377,0.443,14.8,61.7,0.345
2857,2016,2/11/17,GSW,Away,OKC,W,130,114,244,127.1,111.5,102.3,0.402,0.356,0.635,48.2,60.9,9.8,5.1,0.603,9.7,24.4,0.287,0.518,16.1,71.4,0.337
2858,2016,2/13/17,GSW,Away,DEN,L,110,132,242,109.1,130.9,100.8,0.141,0.348,0.563,34.2,55.6,11.9,12.8,0.533,8.4,9.5,0.13,0.682,18.8,62.2,0.136
2859,2016,2/15/17,GSW,Home,SAC,W,109,86,195,112.3,88.6,97,0.25,0.429,0.585,47.9,78,10.3,15.4,0.565,7.9,13.6,0.167,0.41,15.7,76.9,0.146
2860,2016,2/23/17,GSW,Home,LAC,W,123,113,236,115.8,106.4,106.2,0.321,0.309,0.665,58.2,72.1,10.4,16.9,0.611,18.5,26.3,0.296,0.468,11.4,81.1,0.28
2861,2016,2/25/17,GSW,Home,BRK,W,112,95,207,107.4,91.1,104.2,0.22,0.31,0.511,50,71.4,9.6,16.7,0.475,9.1,24.1,0.17,0.447,13.6,78,0.117
2862,2016,2/27/17,GSW,Away,PHI,W,119,108,227,119,108,100,0.438,0.326,0.56,51.7,77.5,14,8.3,0.483,10.9,34.8,0.371,0.512,19,70.7,0.293
2863,2016,2/28/17,GSW,Away,WAS,L,108,112,220,109.8,113.9,98.3,0.321,0.345,0.563,47.1,71.8,10.2,9.5,0.512,16.5,31,0.262,0.516,16,62.2,0.198
2864,2016,3/2/17,GSW,Away,CHI,L,87,94,181,87.6,94.7,99.3,0.159,0.341,0.462,45.6,67.6,10.1,9.5,0.42,13.7,12.5,0.148,0.47,14.1,83.3,0.207
2865,2016,3/5/17,GSW,Away,NYK,W,112,105,217,120.9,113.4,92.6,0.261,0.398,0.571,42.7,52.5,11.9,4.9,0.528,7.5,23.9,0.216,0.512,13.8,66.7,0.241
2866,2016,3/6/17,GSW,Away,ATL,W,119,111,230,122.5,114.3,97.2,0.253,0.506,0.615,47.8,80.5,10.3,7.4,0.586,12.6,28.3,0.195,0.543,16.6,68.2,0.268
2867,2016,3/8/17,GSW,Home,BOS,L,86,99,185,92.9,107,92.6,0.107,0.357,0.489,50.5,62.2,8.6,21.8,0.476,16.2,25,0.071,0.5,11.5,79.1,0.179
2868,2016,3/10/17,GSW,Away,MIN,L,102,103,205,109.3,110.4,93.3,0.193,0.273,0.534,48.3,61,9.6,6.8,0.506,11.2,27.3,0.148,0.466,9.9,68.9,0.239
2869,2016,3/11/17,GSW,Away,SAS,L,85,107,192,89.8,113,94.7,0.25,0.185,0.416,51.6,57.6,10.6,8,0.386,12.8,33.9,0.152,0.597,17.5,80.6,0.195
2870,2016,3/14/17,GSW,Home,PHI,W,106,104,210,101.1,99.2,104.8,0.398,0.364,0.513,45.3,75,11.4,17.7,0.443,14.8,25,0.318,0.483,17.2,69.8,0.202
2871,2016,3/16/17,GSW,Home,ORL,W,122,92,214,119.2,89.9,102.3,0.264,0.299,0.628,49,72,13.7,13.4,0.632,11,17.5,0.138,0.41,15.5,71.4,0.16
2872,2016,3/18/17,GSW,Home,MIL,W,117,92,209,130,102.3,90,0.253,0.307,0.702,55.7,66.7,5.6,9.7,0.68,12.6,20.7,0.2,0.455,10.4,76,0.124
2873,2016,3/20/17,GSW,Away,OKC,W,111,95,206,114.7,98.2,96.8,0.253,0.398,0.602,53.5,70,8.3,12.1,0.572,14.8,24.3,0.193,0.448,9.9,75.5,0.195
2874,2016,3/21/17,GSW,Away,DAL,W,112,87,199,119,92.4,94.1,0.205,0.385,0.659,54.1,79.1,10.6,3.4,0.635,15.8,13.3,0.167,0.418,10.2,76.4,0.109
2875,2016,3/24/17,GSW,Home,SAC,W,114,100,214,117.7,103.2,96.9,0.202,0.348,0.588,54.3,84.1,14.5,12.9,0.551,11,29.5,0.18,0.542,17.6,83.8,0.12
2876,2016,3/26/17,GSW,Home,MEM,W,106,94,200,120.4,106.8,88,0.211,0.437,0.683,50,76.9,10.2,7.1,0.669,18.8,22.6,0.155,0.494,12.4,69.8,0.118
2877,2016,3/28/17,GSW,Away,HOU,W,113,106,219,111.5,104.6,101.3,0.182,0.466,0.594,53.7,73.3,8.9,13,0.574,14.4,22.2,0.136,0.418,12.1,78.3,0.412
2878,2016,3/29/17,GSW,Away,SAS,W,110,98,208,122.3,109,89.9,0.129,0.306,0.612,45.5,72.1,7.8,11.9,0.582,14.3,27.8,0.129,0.464,13.7,61,0.253
2879,2016,3/31/17,GSW,Home,HOU,W,107,98,205,116.2,106.5,92.1,0.147,0.337,0.529,47.3,62.8,10.9,25.9,0.511,9,30.2,0.105,0.44,11.4,62.5,0.198
2880,2016,4/2/17,GSW,Home,WAS,W,139,115,254,133,110,104.5,0.295,0.409,0.699,53.7,68,6.7,15.4,0.659,13.9,25.6,0.261,0.522,12,79.1,0.207
2881,2016,4/4/17,GSW,Home,MIN,W,121,107,228,123.9,109.6,97.6,0.286,0.381,0.64,44.4,75,9.2,9.1,0.607,12.1,20.5,0.226,0.448,10.8,62.7,0.219
2882,2016,4/5/17,GSW,Away,PHO,W,120,111,231,114,105.5,105.2,0.27,0.337,0.603,41.5,55.6,12.4,11.8,0.579,13.1,16.7,0.191,0.451,12.3,61.5,0.175
2883,2016,4/8/17,GSW,Home,NOP,W,123,101,224,129.5,106.3,95,0.167,0.344,0.597,60.9,75.5,2.1,6.2,0.563,8,33.3,0.156,0.517,7.8,86.7,0.14
2884,2016,4/10/17,GSW,Home,UTA,L,99,105,204,107.2,113.7,92.4,0.213,0.313,0.566,46.2,64.1,5.4,10.5,0.544,12.9,18.6,0.15,0.516,10,70.8,0.109
2885,2016,4/12/17,GSW,Home,LAL,W,109,94,203,105.7,91.1,103.2,0.244,0.4,0.547,57.4,63.4,13.6,10.5,0.522,16.7,32.6,0.167,0.462,15.4,78.4,0.086
2886,2017,10/17/17,GSW,Home,HOU,L,121,122,243,118.6,119.6,102,0.263,0.375,0.678,48.8,79.1,4.9,16.1,0.638,16,15.4,0.238,0.562,10.2,77.8,0.134
2887,2017,10/20/17,GSW,Away,NOP,W,128,120,248,119.3,111.8,107.3,0.217,0.446,0.635,49,61.7,5.6,12.9,0.609,15.2,22.2,0.174,0.541,13.6,70.9,0.143
2888,2017,10/21/17,GSW,Away,MEM,L,101,111,212,102.7,112.8,98.4,0.321,0.452,0.527,53.5,60.6,10.2,14,0.464,15.1,26.1,0.274,0.532,13,85,0.377
2889,2017,10/23/17,GSW,Away,DAL,W,133,103,236,129.4,100.2,102.8,0.302,0.453,0.682,54.3,68.8,5.8,11.9,0.645,14.1,26.3,0.256,0.443,9.9,74.1,0.188
2890,2017,10/25/17,GSW,Home,TOR,W,117,112,229,120.6,115.4,97,0.286,0.338,0.675,46.8,74.4,10.3,11.7,0.636,16.4,19.4,0.247,0.5,13.5,64.6,0.191
2891,2017,10/27/17,GSW,Home,WAS,W,120,117,237,115.4,112.5,104,0.211,0.4,0.578,56.4,71.7,6.7,20.3,0.537,14.1,34.1,0.189,0.521,11.6,76,0.165
2892,2017,10/29/17,GSW,Home,DET,L,107,115,222,113.5,122,94.2,0.156,0.351,0.65,51.9,65.9,3.2,16.7,0.636,23.3,33.3,0.117,0.527,11.5,63.8,0.183
2893,2017,10/30/17,GSW,Away,LAC,W,141,113,254,142.3,114.1,99.1,0.337,0.326,0.69,56.8,71.2,8.1,13.1,0.663,10.5,35,0.258,0.512,10.8,78,0.291
2894,2017,11/2/17,GSW,Away,SAS,W,112,92,204,115.5,94.9,97,0.193,0.337,0.622,47.1,69.8,11.3,19,0.602,13.5,13.5,0.145,0.431,14.1,72,0.195
2895,2017,11/4/17,GSW,Away,DEN,W,127,108,235,122.1,103.8,104,0.187,0.44,0.645,47.1,76,12.5,6.3,0.648,11.7,15.9,0.099,0.494,14.7,79.1,0.253
2896,2017,11/6/17,GSW,Home,MIA,W,97,80,177,98.8,81.5,98.1,0.276,0.368,0.497,53.7,62.5,12.2,17.5,0.431,12.5,26,0.253,0.41,18.1,84.4,0.145
2897,2017,11/8/17,GSW,Home,MIN,W,125,101,226,117.1,94.7,106.7,0.212,0.424,0.673,52.3,77.1,9.4,13.2,0.653,17,8.6,0.165,0.44,11.1,82.4,0.217
2898,2017,11/11/17,GSW,Home,PHI,W,135,114,249,125.1,105.6,107.9,0.317,0.329,0.722,50.6,64.6,13.9,16.7,0.671,19.1,13.8,0.305,0.532,15.6,72.9,0.149
2899,2017,11/13/17,GSW,Home,ORL,W,110,100,210,111,100.9,99.1,0.182,0.261,0.579,58.8,79.5,4,8.9,0.545,14.4,27.9,0.159,0.477,10.3,90.5,0.182
2900,2017,11/16/17,GSW,Away,BOS,L,88,92,180,88.8,92.8,99.1,0.232,0.39,0.487,47.5,66.7,9.1,21.3,0.463,14.2,13.5,0.146,0.373,13.5,85.1,0.418
