GameID,Season,Date,Team,Home/Away,Opp,Outcome,HomeScore,OppScore,TotalScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TotalReb%,AST%,STL%,BLK%,eFG,TOV%,ORB%,FTperFGA,eFGagainst,TOVagainst,DRB%,FTperFGAallowed
7419,2019,12/9/19,PHO,Home,MIN,W,125,109,234,126.3,110.2,98.9,0.2,0.421,0.605,48.3,66,5.1,7.9,0.579,8,26.1,0.158,0.506,14.1,73.2,0.271
7420,2019,12/11/19,PHO,Home,MEM,L,108,115,223,100,106.5,108,0.323,0.366,0.508,44.4,78.4,5.6,6.3,0.446,10.2,14.3,0.269,0.54,15.5,83.7,0.241
7421,2019,12/14/19,PHO,Home,SAS,L,119,121,240,100.4,102.1,107.3,0.252,0.388,0.52,48.8,64.4,4.2,6.6,0.485,8,10.3,0.184,0.453,8.3,84.1,0.236
7422,2019,12/16/19,PHO,Home,POR,L,110,111,221,106.7,107.7,103,0.211,0.378,0.559,51.8,75.6,10.7,10,0.522,16.9,25.6,0.178,0.56,17.7,78.6,0.202
7423,2019,12/17/19,PHO,Away,LAC,L,99,120,219,93.7,113.5,105.7,0.098,0.343,0.465,53.2,73.2,10.4,5.3,0.451,15.2,29.6,0.069,0.584,13.2,85,0.18
7424,2019,12/20/19,PHO,Away,OKC,L,108,126,234,109.2,127.4,98.9,0.264,0.368,0.556,47.4,68.4,9.1,6.3,0.5,13.4,26.7,0.241,0.621,13.5,75.8,0.207
7425,2019,12/21/19,PHO,Home,HOU,L,125,139,264,124.6,138.6,100.3,0.33,0.308,0.6,52.6,55.3,5,2.2,0.56,7.1,23.8,0.253,0.695,9.3,86.1,0.207
7426,2019,12/23/19,PHO,Home,DEN,L,111,113,224,111.3,113.3,99.7,0.207,0.425,0.585,49.4,69,10,0,0.557,15.2,21.4,0.161,0.647,19.9,82.9,0.154
7427,2019,12/27/19,PHO,Away,GSW,L,96,105,201,96.9,106,99.1,0.32,0.44,0.561,54.4,62.9,6.1,1.5,0.513,23.3,26.8,0.253,0.462,8.8,77.6,0.217
7428,2019,12/28/19,PHO,Away,SAC,W,112,110,222,115.5,113.4,97,0.174,0.302,0.605,52.6,66.7,10.3,3.8,0.576,12.3,19.4,0.151,0.56,11.3,82.5,0.19
7429,2019,12/30/19,PHO,Away,POR,W,122,116,238,124.4,118.3,98.1,0.239,0.25,0.6,51.2,65.9,6.1,6.5,0.549,8.1,23.8,0.228,0.531,7.1,77.3,0.146
7430,2019,1/1/20,PHO,Away,LAL,L,107,117,224,107.3,117.3,99.7,0.267,0.267,0.557,51.1,76.2,7,4.8,0.523,12.7,25.6,0.198,0.517,10.3,73.5,0.267
7431,2019,1/3/20,PHO,Home,NYK,W,120,112,232,114.9,107.2,104.5,0.367,0.311,0.574,48,66.7,6.7,5.5,0.522,8.7,18.8,0.289,0.5,12.5,75,0.217
7432,2019,1/5/20,PHO,Home,MEM,L,114,121,235,111.3,118.2,102.4,0.274,0.274,0.536,52.3,58.1,6.8,9.8,0.484,8.6,23.5,0.232,0.651,15,91.9,0.157
7433,2019,1/7/20,PHO,Home,SAC,L,103,114,217,104.5,115.7,98.5,0.286,0.455,0.594,50,64.9,4.1,4.2,0.552,16.4,15.4,0.234,0.53,13.5,81.4,0.298
7434,2019,1/10/20,PHO,Home,ORL,W,98,94,192,103.8,99.6,94.4,0.329,0.354,0.542,47.3,57.6,10.6,14.3,0.475,13.4,20.5,0.291,0.421,12.3,71.4,0.213
7435,2019,1/12/20,PHO,Home,CHO,W,100,92,192,103.9,95.6,96.2,0.22,0.256,0.556,58,53.7,8.3,9.8,0.543,16.7,29.3,0.134,0.465,13,83,0.14
7436,2019,1/14/20,PHO,Away,ATL,L,110,123,233,109.5,122.4,100.5,0.368,0.23,0.544,46.5,50,9,9.7,0.483,9.8,22.7,0.299,0.57,12.8,71.4,0.183
7437,2019,1/16/20,PHO,Away,NYK,W,121,98,219,115.8,93.8,104.5,0.196,0.326,0.605,57,66,10.5,6.3,0.576,16,31.8,0.163,0.456,15.2,79.6,0.178
7438,2019,1/18/20,PHO,Away,BOS,W,123,119,242,114.1,110.4,107.8,0.337,0.348,0.602,57.1,64.3,5.6,11.1,0.545,12.8,22.2,0.292,0.516,9.4,91.3,0.208
7439,2019,1/20/20,PHO,Home,SAS,L,118,120,238,122.2,124.3,96.5,0.375,0.275,0.633,58.1,61.9,3.1,5.4,0.575,13.1,24.2,0.325,0.592,7.6,85.4,0.195
7440,2019,1/22/20,PHO,Home,IND,L,87,112,199,90.1,116,96.5,0.31,0.238,0.456,51.2,43.3,7.3,4.7,0.381,12,19.1,0.274,0.589,8.8,89.7,0.155
7441,2019,1/24/20,PHO,Away,SAS,W,103,99,202,109.6,105.4,94,0.25,0.345,0.552,49.4,64.1,6.4,7.5,0.512,12.2,23.3,0.202,0.455,13.1,76.2,0.359
7442,2019,1/26/20,PHO,Away,MEM,L,109,114,223,99.7,104.2,109.4,0.38,0.315,0.507,47.7,65.7,12.8,10.8,0.44,13.7,24,0.304,0.571,20.8,78.9,0.214
7443,2019,1/28/20,PHO,Away,DAL,W,133,104,237,136.4,106.7,97.5,0.244,0.326,0.698,54.2,66.7,10.3,8,0.663,10.4,24.2,0.221,0.488,13.7,79.5,0.277
7444,2019,1/31/20,PHO,Home,OKC,L,107,111,218,111.7,115.9,95.8,0.382,0.316,0.603,49.4,55.6,6.3,9.1,0.533,17.6,29.7,0.342,0.469,10.1,65.9,0.206
7445,2019,2/2/20,PHO,Away,MIL,L,108,129,237,101.4,121.1,106.5,0.221,0.221,0.473,45,48.8,7.5,5.1,0.423,8.1,25.4,0.192,0.572,12.8,68,0.186
7446,2019,2/3/20,PHO,Away,BRK,L,97,119,216,97.5,119.6,99.5,0.2,0.189,0.495,49.4,59,7,10.9,0.467,14,29.2,0.144,0.567,14.8,74.4,0.202
7447,2019,2/5/20,PHO,Away,DET,L,108,116,224,119.2,128,90.6,0.195,0.338,0.646,46.8,69,4.4,7.5,0.623,15.2,20,0.156,0.547,5.6,68.2,0.126
7448,2019,2/7/20,PHO,Home,HOU,W,127,91,218,127.2,91.1,99.8,0.351,0.403,0.714,63.8,67.4,10,24.3,0.656,20.6,32.3,0.338,0.406,13.5,83.7,0.259
7449,2019,2/8/20,PHO,Home,DEN,L,108,117,225,112.6,122,95.9,0.264,0.368,0.556,50.6,65.8,7.3,7.4,0.489,11.8,25.6,0.264,0.616,13.3,78.9,0.195
7450,2019,2/10/20,PHO,Away,LAL,L,100,125,225,101.3,126.7,98.7,0.408,0.408,0.558,33,81.3,7.1,3.7,0.493,12.7,6.5,0.329,0.593,13.6,61.9,0.187
7451,2019,2/12/20,PHO,Home,GSW,W,112,106,218,110.3,104.4,101.5,0.165,0.407,0.574,51.3,59.5,13.8,8.7,0.538,12.5,19,0.154,0.578,20.5,88.9,0.221
7452,2019,2/21/20,PHO,Away,TOR,L,101,118,219,96.9,113.2,104.2,0.25,0.37,0.495,41.5,76.3,11.5,7,0.446,14.3,19.6,0.207,0.613,19.7,77.4,0.25
7453,2019,2/22/20,PHO,Away,CHI,W,112,104,216,111.7,103.8,100.2,0.36,0.349,0.562,55.3,68.4,10,8.9,0.5,16,38.6,0.302,0.518,21.3,73.2,0.217
7454,2019,2/24/20,PHO,Away,UTA,W,131,111,242,134.1,113.6,97.7,0.276,0.23,0.671,55.9,67.3,10.2,2.4,0.632,11.8,30.6,0.241,0.544,17.9,84.4,0.544
7455,2019,2/26/20,PHO,Home,LAC,L,92,102,194,98.6,109.3,93.4,0.207,0.391,0.485,51.1,85.3,8.6,6.5,0.443,14.4,28.6,0.172,0.524,14.2,75.6,0.167
7456,2019,2/28/20,PHO,Home,DET,L,111,113,224,117.7,119.8,94.3,0.227,0.307,0.673,55.1,68.9,9.5,8.6,0.66,17.9,19.2,0.16,0.561,9.3,76.7,0.133
7457,2019,2/29/20,PHO,Home,GSW,L,99,115,214,100.4,116.6,98.6,0.277,0.349,0.532,44.9,70.6,3,8.8,0.482,16.9,18.2,0.229,0.523,9,71.1,0.276
7458,2019,3/3/20,PHO,Home,TOR,L,114,123,237,108.8,117.3,104.8,0.294,0.459,0.594,42.7,76.9,5.7,11.5,0.547,15.8,13.6,0.247,0.547,12.9,76.3,0.337
7459,2019,3/6/20,PHO,Home,POR,W,127,117,244,129.3,119.1,98.2,0.209,0.462,0.639,54.7,64.4,9.2,7.3,0.599,10.8,33.3,0.198,0.569,14.1,78,0.207
7460,2019,3/8/20,PHO,Home,MIL,W,140,131,271,134.1,125.5,104.4,0.365,0.506,0.71,56.6,63.8,5.7,6.5,0.665,12.4,21.6,0.318,0.605,8.8,84.8,0.168
7461,2019,3/10/20,PHO,Away,POR,L,105,121,226,106.6,122.8,98.5,0.287,0.368,0.536,48.3,74.3,3,9.3,0.466,12.5,19.6,0.276,0.601,10.2,79.1,0.157
7462,2016,10/25/16,POR,Home,UTA,W,113,104,217,124.8,114.9,90.5,0.293,0.253,0.667,52.3,56.4,5.5,5.2,0.607,12.4,16.7,0.293,0.537,11,82.9,0.195
7463,2016,10/27/16,POR,Home,LAC,L,106,114,220,105.2,113.1,100.8,0.376,0.212,0.535,50,46.2,4,6.5,0.482,12.4,21.4,0.282,0.451,5.9,72.2,0.352
7464,2016,10/29/16,POR,Away,DEN,W,115,113,228,100.3,98.5,103.9,0.214,0.327,0.536,42.5,51.1,8.7,10.4,0.51,12.3,10,0.153,0.41,12.7,71.4,0.31
7465,2016,11/1/16,POR,Home,GSW,L,104,127,231,98.8,120.6,105.3,0.244,0.453,0.546,41.6,62.2,11.4,6.3,0.512,15.9,13.6,0.186,0.618,13.9,78.8,0.191
7466,2016,11/2/16,POR,Away,PHO,L,115,118,233,102.9,105.6,101.2,0.208,0.327,0.522,47.3,59.5,7.2,9.2,0.475,11.3,18.2,0.188,0.451,9.4,75.4,0.243
7467,2016,11/4/16,POR,Away,DAL,W,105,95,200,109.8,99.4,95.6,0.325,0.388,0.574,48.8,58.3,9.4,5.5,0.525,13.3,15.9,0.263,0.47,11.6,83.3,0.205
7468,2016,11/6/16,POR,Away,MEM,W,100,94,194,109.1,102.5,91.7,0.38,0.465,0.603,45.7,59.4,7.6,9.1,0.549,15.3,13.5,0.31,0.42,12,72.7,0.321
7469,2016,11/8/16,POR,Home,PHO,W,124,121,245,122.1,119.1,101.6,0.346,0.383,0.664,46.1,48.9,4.9,6.2,0.642,17.6,21.2,0.247,0.541,13.7,65.1,0.326
7470,2016,11/9/16,POR,Away,LAC,L,80,111,191,85.5,118.6,93.6,0.159,0.341,0.425,46.1,51.6,4.3,5.5,0.386,12.9,21.2,0.136,0.5,6.5,72,0.276
7471,2016,11/11/16,POR,Home,SAC,W,122,120,242,120.4,118.5,91.7,0.314,0.384,0.623,42.9,64.4,7.9,6,0.599,10.1,16.7,0.221,0.523,12.7,69,0.318
7472,2016,11/13/16,POR,Home,DEN,W,112,105,217,110.3,103.4,101.6,0.323,0.293,0.495,42.7,53.8,7.9,12.9,0.434,5.8,24.6,0.263,0.456,14.8,65.2,0.242
7473,2016,11/15/16,POR,Home,CHI,L,88,113,201,90.3,115.9,97.5,0.189,0.358,0.428,42.2,50,8.2,5.1,0.405,9.7,23.8,0.116,0.454,8.3,64.2,0.245
7474,2016,11/17/16,POR,Away,HOU,L,109,126,235,109.7,126.8,99.3,0.233,0.311,0.549,43.2,58.5,6,6.3,0.511,10.8,21.3,0.189,0.558,10.9,64.6,0.211
7475,2016,11/18/16,POR,Away,NOP,L,101,113,214,104.3,116.7,96.8,0.295,0.386,0.508,56.5,57.6,2.1,1.7,0.443,12.3,26.5,0.261,0.604,8.1,97.2,0.171
7476,2016,11/20/16,POR,Away,BRK,W,129,109,238,128.3,108.4,100.5,0.247,0.424,0.684,58.1,46.9,4,12.1,0.665,13.7,24.2,0.188,0.452,7.8,79.2,0.269
7477,2016,11/22/16,POR,Away,NYK,L,103,107,210,103.5,107.5,99.5,0.302,0.256,0.529,50.6,47.4,5,7.5,0.477,14.1,25,0.244,0.516,11.6,76.7,0.083
7478,2016,11/23/16,POR,Away,CLE,L,125,137,262,127.1,139.3,98.3,0.211,0.322,0.635,48.1,57.4,6.1,11.1,0.594,8.4,22,0.2,0.65,8.9,76.3,0.222
7479,2016,11/25/16,POR,Home,NOP,W,119,104,223,117.9,103,100.9,0.17,0.32,0.554,60.5,63.8,6.9,9.4,0.53,9.3,27.3,0.13,0.559,13.6,95.2,0.25
7480,2016,11/27/16,POR,Home,HOU,L,114,130,244,117,133.4,97.5,0.349,0.398,0.595,49.3,60,7.2,4.3,0.554,12.8,21.6,0.265,0.665,10.4,79.4,0.256
7481,2016,11/30/16,POR,Home,IND,W,131,109,240,139.3,115.9,94.1,0.202,0.34,0.64,55.6,56.9,13.8,3.4,0.606,5.5,33.3,0.181,0.542,14.6,86.7,0.431
7482,2016,12/3/16,POR,Home,MIA,W,99,92,191,105.1,97.6,94.2,0.27,0.27,0.497,50.5,52.8,6.4,14.1,0.455,7.4,24,0.202,0.477,12.3,81.4,0.116
7483,2016,12/5/16,POR,Away,CHI,W,112,110,222,116,113.9,96.5,0.194,0.258,0.555,43.2,55.6,9.3,13.3,0.532,8.2,22.2,0.14,0.464,13.1,65.1,0.398
7484,2016,12/7/16,POR,Away,MIL,L,107,115,222,110.8,119.1,96.6,0.224,0.471,0.573,51.8,67.6,7.2,7.5,0.535,13.8,21.7,0.188,0.584,9.7,87.2,0.325
7485,2016,12/8/16,POR,Away,MEM,L,86,88,174,90.4,92.5,95.1,0.488,0.341,0.432,47.3,52,6.3,4.5,0.348,10.8,23.2,0.354,0.391,10.7,72.2,0.23
7486,2016,12/10/16,POR,Away,IND,L,111,118,229,116.2,123.6,95.5,0.195,0.451,0.623,51.3,55,6.3,7.4,0.585,16,23.7,0.183,0.572,12,76.2,0.277
7487,2016,12/12/16,POR,Away,LAC,L,120,121,241,124.4,125.5,96.4,0.287,0.241,0.612,52.5,56.8,6.2,10.6,0.563,13.3,34.2,0.253,0.534,10.6,69,0.292
7488,2016,12/13/16,POR,Home,OKC,W,114,95,209,117.3,97.7,97.2,0.338,0.288,0.62,46.3,53.5,11.3,15,0.588,13.2,22.9,0.25,0.425,17.5,64.4,0.241
7489,2016,12/15/16,POR,Away,DEN,L,120,132,252,116.5,128.2,103,0.409,0.261,0.578,53.2,53.7,5.8,7.5,0.511,11.9,32.6,0.341,0.601,13.1,83.9,0.369
7490,2016,12/17/16,POR,Away,GSW,L,90,135,225,90.1,135.2,99.8,0.233,0.326,0.475,35.6,47.1,7,6.8,0.442,10.4,13,0.163,0.667,13.2,72.7,0.218
7491,2016,12/20/16,POR,Away,SAC,L,121,126,247,128.3,133.6,94.3,0.465,0.326,0.584,56.9,68.2,5.3,8.2,0.535,7.2,35.7,0.337,0.625,9.9,86.7,0.5
7492,2016,12/21/16,POR,Home,DAL,L,95,96,191,105.4,106.5,90.2,0.389,0.375,0.563,53.1,46.9,6.7,7.7,0.514,16.8,24.3,0.292,0.464,9.7,77.3,0.229
7493,2016,12/23/16,POR,Home,SAS,L,90,110,200,104.3,127.5,86.3,0.203,0.38,0.523,42.3,60,9.3,3.4,0.519,14.8,23.8,0.101,0.577,12.1,63.9,0.256
7494,2016,12/26/16,POR,Home,TOR,L,91,95,186,92.5,96.6,98.4,0.217,0.277,0.5,50.9,62.9,8.1,6.6,0.47,16.5,22.4,0.157,0.4,10.2,75.4,0.2
7495,2016,12/28/16,POR,Home,SAC,W,102,89,191,110.4,96.3,92.4,0.297,0.338,0.609,53.6,54.3,6.5,7.8,0.554,15.2,13.2,0.27,0.449,11,87,0.228
7496,2016,12/30/16,POR,Away,SAS,L,94,110,204,101.8,119.2,92.3,0.273,0.26,0.545,34.2,54.3,10.8,5.4,0.494,11.3,5.1,0.234,0.571,15.2,67.6,0.269
7497,2016,1/1/17,POR,Away,MIN,W,95,89,184,100.1,93.8,94.9,0.384,0.301,0.557,46.6,36.1,10.5,12.5,0.534,14.1,10.5,0.233,0.443,14.4,74,0.138
7498,2016,1/4/17,POR,Away,GSW,L,117,125,242,112.5,120.1,104,0.315,0.292,0.577,53,57.5,7.7,9.8,0.517,14.4,26.2,0.281,0.58,13.1,80.5,0.276
7499,2016,1/5/17,POR,Home,LAL,W,118,109,227,120,110.8,98.4,0.37,0.407,0.626,54,67.4,6.1,9.1,0.605,12.1,21.1,0.247,0.477,9.9,79.6,0.314
7500,2016,1/8/17,POR,Home,DET,L,124,125,249,112.1,113,91.5,0.122,0.357,0.6,50.6,70.6,4.5,6.3,0.597,13.4,16.7,0.071,0.552,7.5,85.4,0.086
7501,2016,1/10/17,POR,Away,LAL,W,108,87,195,115.5,93.1,93.5,0.235,0.247,0.576,56.8,58.1,6.4,15.3,0.547,10.5,23.7,0.176,0.44,9.6,82,0.169
7502,2016,1/11/17,POR,Home,CLE,W,102,86,188,109.4,92.2,93.3,0.172,0.323,0.51,51.5,72.5,6.4,17.3,0.484,8.3,27.1,0.129,0.396,13.7,74.5,0.256
7503,2016,1/13/17,POR,Home,ORL,L,109,115,224,109.7,115.7,99.4,0.258,0.351,0.505,48.9,48.7,6,13.8,0.454,7.7,25,0.216,0.554,13.7,77.5,0.277
7504,2016,1/16/17,POR,Away,WAS,L,101,120,221,104.4,124.1,96.7,0.284,0.295,0.51,46.9,59.5,6.2,7.9,0.466,13.2,26.4,0.216,0.564,11,72.1,0.267
7505,2016,1/18/17,POR,Away,CHO,L,85,107,192,88,110.8,96.6,0.117,0.33,0.43,49.5,54.5,10.4,19.7,0.394,13.2,25.9,0.117,0.534,11.3,81.4,0.161
7506,2016,1/20/17,POR,Away,PHI,L,92,93,185,91.9,92.9,100.1,0.315,0.213,0.454,46.5,48.5,8,9.5,0.404,11.4,23.1,0.225,0.457,16.1,72.3,0.098
7507,2016,1/21/17,POR,Away,BOS,W,127,123,250,117.2,113.5,98.1,0.391,0.272,0.589,44,60.5,11.1,7,0.522,11.5,21.4,0.337,0.527,16.6,66.7,0.283
7508,2016,1/25/17,POR,Home,LAL,W,105,98,203,107.2,100,98,0.222,0.167,0.531,49,39.5,5.1,6.3,0.5,10,19.6,0.167,0.452,11.5,74.1,0.138
7509,2016,1/27/17,POR,Home,MEM,W,112,109,221,123.6,120.3,90.6,0.259,0.432,0.621,44,63.2,2.2,5.9,0.568,11.7,20,0.247,0.539,10.7,71.4,0.338
7510,2016,1/29/17,POR,Home,GSW,L,111,113,224,106.7,108.6,104.1,0.129,0.29,0.565,51.9,56.5,10.6,3.8,0.548,15.5,22.5,0.097,0.506,15.8,80.5,0.418
7511,2016,1/31/17,POR,Home,CHO,W,115,98,213,117.1,99.8,98.2,0.247,0.333,0.558,54.8,54.8,8.1,3.8,0.511,7.2,22,0.215,0.464,8.7,93,0.253
7512,2016,2/3/17,POR,Home,DAL,L,104,108,212,116.7,121.2,89.1,0.227,0.341,0.537,55,40,3.4,8.9,0.506,8.5,26.1,0.17,0.586,4.4,94.1,0.25
7513,2016,2/5/17,POR,Away,OKC,L,99,105,204,101.4,107.5,97.6,0.241,0.322,0.514,44,42.9,6.1,5,0.46,11.1,22,0.218,0.429,9.8,66,0.214
7514,2016,2/7/17,POR,Away,DAL,W,114,113,227,123.3,122.2,92.4,0.279,0.326,0.59,64.7,40.5,6.5,4.3,0.552,13.4,39.1,0.221,0.573,7.3,94.9,0.36
7515,2016,2/9/17,POR,Home,BOS,L,111,120,231,118,127.6,94.1,0.403,0.338,0.612,48.8,59,4.3,9.8,0.565,14.2,25.6,0.312,0.538,7.2,68.9,0.242
7516,2016,2/13/17,POR,Home,ATL,L,104,109,213,100.2,105,94,0.243,0.408,0.456,55.9,59.5,3.9,7.3,0.437,10.9,32.8,0.136,0.434,8,86.3,0.446
7517,2016,2/15/17,POR,Away,UTA,L,88,111,199,93.5,118,94.1,0.253,0.278,0.501,47.1,43.8,9.6,5.1,0.462,15.4,19.6,0.19,0.586,13.3,78,0.198
7518,2016,2/23/17,POR,Away,ORL,W,112,103,215,111.5,102.5,100.5,0.333,0.222,0.603,52.9,48.8,8,10.9,0.562,17,25,0.259,0.436,11.9,73.5,0.326
7519,2016,2/26/17,POR,Away,TOR,L,106,112,218,113.7,120.1,93.2,0.443,0.266,0.561,50,45.7,6.4,8.6,0.5,8.7,19,0.342,0.583,10,86.1,0.269
7520,2016,2/28/17,POR,Away,DET,L,113,120,233,105.5,112,97,0.262,0.298,0.603,51,56.8,4.7,6.3,0.583,20.4,20,0.179,0.466,5.6,72.4,0.221
7521,2016,3/2/17,POR,Home,OKC,W,114,109,223,117.8,112.7,96.7,0.443,0.316,0.604,52.9,48.7,9.3,12.3,0.557,12.9,24.3,0.329,0.459,10.7,75,0.349
7522,2016,3/4/17,POR,Home,BRK,W,130,116,246,133.1,118.7,97.7,0.256,0.291,0.679,54.4,59.2,9.2,10.7,0.663,11.1,20.7,0.186,0.605,12.2,79.5,0.14
7523,2016,3/7/17,POR,Away,OKC,W,126,121,247,130.1,125,96.8,0.318,0.271,0.65,48,51.1,7.2,8.3,0.618,10.2,30.8,0.247,0.576,14.8,66.7,0.271
7524,2016,3/9/17,POR,Home,PHI,W,114,108,222,109.8,104,94.1,0.375,0.239,0.556,55.6,62.5,7.7,18.5,0.489,15.6,33.3,0.318,0.495,13.5,76.5,0.16
7525,2016,3/11/17,POR,Home,WAS,L,124,125,249,118.3,119.3,94.9,0.17,0.34,0.614,48.3,54.2,3.8,7.7,0.596,12.2,15.9,0.128,0.589,9.7,80,0.211
7526,2016,3/12/17,POR,Away,PHO,W,110,101,211,108.2,99.3,101.7,0.291,0.256,0.567,54.4,32.6,6.9,6.3,0.541,12.6,20.5,0.198,0.468,8.1,87,0.151
7527,2016,3/14/17,POR,Away,NOP,L,77,100,177,82.5,107.1,93.4,0.342,0.421,0.44,49.5,56.5,3.2,1.7,0.375,15.5,15.1,0.263,0.513,5.1,90.9,0.225
7528,2016,3/15/17,POR,Away,SAS,W,110,106,216,116.4,112.2,94.5,0.35,0.275,0.596,48.8,55.3,10.6,1.6,0.531,10.6,20.5,0.313,0.54,12.9,75.6,0.125
7529,2016,3/18/17,POR,Away,ATL,W,113,97,210,114,97.9,99.1,0.218,0.207,0.592,60.7,52.3,9.1,14.5,0.552,17.3,36.1,0.195,0.403,11.3,77.4,0.295
7530,2016,3/19/17,POR,Away,MIA,W,115,104,219,128.7,116.3,89.4,0.289,0.313,0.615,52.4,31,4.5,10.3,0.584,10.5,33.3,0.217,0.517,8.5,69.8,0.148
7531,2016,3/21/17,POR,Home,MIL,L,90,93,183,96.4,99.6,93.4,0.313,0.253,0.476,50,42.9,8.6,8.1,0.446,12.9,26.5,0.193,0.461,12,73.5,0.111
7532,2016,3/23/17,POR,Home,NYK,W,110,95,205,115.4,99.6,95.3,0.363,0.263,0.593,55.6,38.5,8.4,3,0.556,12.3,24.4,0.263,0.438,10.2,81.6,0.205
7533,2016,3/25/17,POR,Home,MIN,W,112,100,212,127,113.4,88.2,0.239,0.31,0.714,56.5,53.3,5.7,4.5,0.711,15.1,16,0.155,0.5,7.2,83.8,0.316
7534,2016,3/26/17,POR,Away,LAL,W,97,81,178,98.9,82.6,98,0.202,0.315,0.5,59.2,66.7,8.2,6.3,0.472,11.8,22.6,0.146,0.423,9.9,98,0.119
7535,2016,3/28/17,POR,Home,DEN,W,122,113,235,123.3,114.2,98.9,0.363,0.297,0.578,50,33.3,8.1,7.8,0.538,7.9,30,0.264,0.516,10.5,72.7,0.17
7536,2016,3/30/17,POR,Home,HOU,W,117,107,224,117.8,107.7,99.3,0.244,0.367,0.587,49.4,55.8,12.1,14,0.55,10.7,27.5,0.2,0.484,15.1,69.8,0.209
7537,2016,4/1/17,POR,Home,PHO,W,130,117,247,128,115.2,101.6,0.337,0.402,0.615,48.8,48.8,11.8,4.1,0.549,10.2,26.8,0.315,0.542,14.8,69.8,0.31
7538,2016,4/3/17,POR,Away,MIN,L,109,110,219,122,123.1,89.4,0.291,0.372,0.562,44.3,63.2,7.8,12,0.506,4.9,25.6,0.256,0.512,10.2,66.7,0.286
7539,2016,4/4/17,POR,Away,UTA,L,87,106,193,99.2,120.9,87.7,0.205,0.313,0.481,38.2,30.3,9.1,9.8,0.434,7.2,14.9,0.181,0.615,14.5,75.9,0.203
7540,2016,4/6/17,POR,Home,MIN,W,105,98,203,106.9,99.8,98.2,0.321,0.407,0.568,46.6,54.3,8.1,5.8,0.519,11.5,9.5,0.259,0.46,11.9,80.4,0.207
7541,2016,4/8/17,POR,Home,UTA,W,101,86,187,116.2,98.9,86.9,0.176,0.33,0.515,50,40.5,5.8,10.2,0.478,3,24,0.154,0.436,10.1,79.5,0.231
7542,2016,4/10/17,POR,Home,SAS,W,99,98,197,109.4,108.3,90.5,0.169,0.303,0.518,47.2,48.6,6.6,4.8,0.483,8.6,26.1,0.146,0.506,14,69.8,0.169
7543,2016,4/12/17,POR,Home,NOP,L,100,103,203,101.9,105,98.1,0.153,0.353,0.551,55.8,53.7,4.1,3,0.559,20.2,31.1,0.059,0.489,10,78,0.167
7544,2017,10/18/17,POR,Away,PHO,W,124,76,200,125.6,77,98.7,0.311,0.267,0.606,63.3,50,8.1,11.3,0.567,13.5,39.5,0.244,0.354,14.2,80.8,0.146
7545,2017,10/20/17,POR,Away,IND,W,114,96,210,117,98.5,97.4,0.179,0.2,0.556,56.7,41.3,5.1,10,0.532,8.1,25,0.137,0.474,11.5,87,0.282
7546,2017,10/21/17,POR,Away,MIL,L,110,113,223,113.9,117,96.6,0.432,0.346,0.571,54.5,52.9,10.4,9.7,0.488,14.2,31.7,0.383,0.569,13.1,80.6,0.275
7547,2017,10/24/17,POR,Home,NOP,W,103,93,196,101.9,92,101,0.375,0.33,0.502,60,51.5,6.9,15.2,0.432,14.9,32.1,0.307,0.454,15.9,91.8,0.316
7548,2017,10/26/17,POR,Home,LAC,L,103,104,207,117.5,118.6,87.7,0.247,0.348,0.522,48.9,54.3,5.7,8.2,0.472,8.4,33.3,0.213,0.526,10.6,66.7,0.299
7549,2017,10/28/17,POR,Home,PHO,W,114,107,221,110.8,104,102.9,0.308,0.286,0.552,53.5,67.5,7.8,11.5,0.5,11.9,26.1,0.253,0.477,14.5,77.4,0.276
7550,2017,10/30/17,POR,Home,TOR,L,85,99,184,91.3,106.4,93.1,0.238,0.325,0.481,44.7,41.9,5.4,11.1,0.438,12.8,13.3,0.188,0.494,8.7,80,0.149
7551,2017,11/1/17,POR,Away,UTA,L,103,112,215,95.4,103.7,97.8,0.29,0.366,0.491,49.1,45.9,7.4,13.1,0.446,13.9,19.6,0.215,0.45,11.7,80.8,0.344
7552,2017,11/2/17,POR,Home,LAL,W,113,110,223,115.9,112.8,97.5,0.314,0.256,0.577,56.2,55,7.2,6.6,0.517,10.9,25,0.279,0.57,10.8,93.9,0.253
7553,2017,11/5/17,POR,Home,OKC,W,103,99,202,104.8,100.8,98.2,0.378,0.27,0.597,57.9,54.1,6.1,12.5,0.547,19.6,21.2,0.297,0.511,10.3,86,0.09
7554,2017,11/7/17,POR,Home,MEM,L,97,98,195,105.3,106.4,92.1,0.247,0.235,0.54,55.3,30.6,9.8,1.9,0.481,15.1,25.6,0.235,0.527,14.3,86.5,0.288
7555,2017,11/10/17,POR,Home,BRK,L,97,101,198,101.2,105.4,95.8,0.116,0.242,0.486,51,42.5,4.2,7.5,0.463,9.1,24,0.095,0.495,9.1,78,0.121
7556,2017,11/13/17,POR,Home,DEN,W,99,82,181,106,87.8,93.4,0.247,0.288,0.612,55.1,57.9,12.8,9.6,0.568,20.6,25.8,0.219,0.411,18.1,74.5,0.155
7557,2017,11/15/17,POR,Home,ORL,W,99,94,193,109,103.5,90.8,0.149,0.31,0.534,50,55.3,7.7,4,0.517,11.5,22.7,0.103,0.538,15.3,81.6,0.114
